id,text,label
257,"Génial. Ça n'a jamais été aussi bien. Chaque jour apporte encore plus de raisons de remercier Dieu.",0
258,"Client UpgrdCentre Orange, profitez dès maintenant d'une mise à niveau gratuite vers un téléphone avec appareil photo en récompense de votre fidélité. Appelez le 0207 153 9153. Offre valable jusqu'au 26 juillet. Voir conditions générales. Possibilité de se désinscrire.",1
259,"Désolé(e), je rappellerai plus tard. Au revoir.",0
260,"Ok, je suis en route pour la gare",0
261,"Super princesse ! J'adore donner et recevoir du sexe oral. La levrette est ma position préférée. Et toi ? J'aime faire l'amour 10 fois par nuit :)",0
262,"Ils n'utilisent pas ce genre de produit sur les routes pour éviter qu'elles ne deviennent glissantes là-bas ?",0
263,"Quand comptes-tu faire du vélo ?",0
264,"Oui, pas besoin. J'attendrai juste que la pluie cesse.",0
265,"Il y a beaucoup d'entreprises. Dites-moi la langue.",0
266,"okmail : Cher Dave, ceci est votre dernier avis pour récupérer votre séjour 4* à Tenerife ou votre prime de 5 000 ₦ en espèces ! Appelez le 09061743806 depuis un téléphone fixe. TCs SAE Box326 CW25WX 150ppm",1
267,"Ça fait combien de temps que tu n'as pas crié, princesse ?",0
268,"Rien. Je voulais dire qu'une fois l'argent crédité sur votre compte, la banque supprimera ses frais fixes. Quelqu'un a transféré □ sur mon compte et □ dollars ont été débités. Les banques et leurs frais varient donc. Assurez-vous de la fiabilité de la personne nigériane à qui vous transmettez vos coordonnées bancaires, car…",0
269,"Envie de faire l'amour ce soir ? Envie de recevoir directement les meilleurs spots de dogging de votre entourage ? Rejoignez le plus grand réseau de dogging du Royaume-Uni en envoyant MOAN par SMS au 69888Nyt. ec2a. 31p.msg@150p",1
270,"Belle phrase prononcée par un cœur brisé : « S'il te plaît, ne jouis plus devant moi... Sinon, je te ferai à nouveau confiance... Bien joué :) »",0
271,"Ok, je vais aller à l'USF dans une quinzaine de minutes.",0
272,"Je t'aime aathi... je t'aime beaucoup...",0
273,"Tension ah ? Quel machi ? Un problème ?",0
274,"OK, je peux en prendre une autre huitième quand tu auras fini ?",0
275,"Quand est-ce que vous rentrez ? G a dit que vous envisagiez de ne pas rester pour mcr",0
276,"J'y suis presque, à tout à l'heure !",0
277,"Salut Carlos, quelques amis m'ont déjà posé des questions sur toi, tu travailles ce week-end ?",0
278,"Regarder la télé pour...",0
279,"Merci chérie ! J'ai tellement hâte de goûter à la vraie chose...",0
280,"Tu devrais changer ton pseudo Facebook en Jaykwon Thuglyfe Falconerf.",0
281,"Si nous gagnons, nous serons vraiment la meilleure équipe pendant longtemps.",0
282,"MESSAGE GRATUIT Activez vos 500 SMS GRATUITS en répondant à ce message avec le mot GRATUIT. Pour consulter les conditions générales, rendez-vous sur www.07781482378.com",1
283,"Cher/Chère [Nom], je suis arrivé(e) à la gare. Que t'est-il arrivé ?",0
284,"Ça dépend de la qualité. Si tu veux le type que j'ai envoyé à Boye, Faded Glory, alors environ 6. Si tu veux des Ralphs, peut-être 2.",0
285,"Je pense avoir résolu le problème. Pouvez-vous m'envoyer un message de test ?",0
286,"Désolé mec, mon compte est à sec, sinon je l'aurais fait. Si tu veux, on pourrait échanger la moitié ou je pourrais acheter des trucs avec ma carte de crédit.",0
287,"Félicitations ! Un abonnement cinéma spécial d'un an pour 2 personnes est à vous. Appelez le 09061209465 dès maintenant ! Superman V, Matrix 3, Star Wars 3, etc., tous gratuits pour 4 personnes ! BX420-IP4-5WE. 150 PM. Ne ratez pas cette occasion !",1
288,"Désolé(e), je suis en réunion. Je vous rappellerai plus tard.",0
289,"Quelle promotion de réunions ?",0
290,"Êtes-vous libre maintenant ? Puis-je vous appeler maintenant ?",0
291,"Bof... Quand ?",0
292,"Non... Je pense que j'essaierai lundi... Désolée de répondre si tard.",0
293,"Certains ont dit qu'Accenture ne confirmait pas. Est-ce vrai ?",0
294,"Centre de loisirs Kate Jackson avant 19h environ, c'est bien ça ?",0
295,"Cher, j'ai atteint la chambre",0
296,"Se battre contre le monde entier est facile, soit on gagne, soit on perd ; mais se battre contre quelqu'un qui nous est proche est difficile : si on perd, on perd ; si on gagne, on perd quand même.",0
297,"Quand est-ce que tu peux sortir ?",0
298,"Consultez un neurologue.",0
299,"Lolnice. Je suis passé de poisson à... l'eau ?",0
300,"+123 Félicitations ! Vous avez gagné le prix de 1 450 £ au tirage au sort de cette semaine. Pour le réclamer, appelez le 09050002311 (b4280703). Conditions générales / SMS d'arrêt : 08718727868. Réservé aux personnes majeures. 150 ppm",1
301,"Non, j'attends dans la voiture, je m'ennuie. Parce qu'à attendre dehors, je n'ai rien à faire. À la maison, je peux faire mes trucs ou regarder la télé.",0
302,"Peut-être Westshore ou Hyde Park Village, l'endroit près de chez moi ?",0
303,"Tu devrais le savoir maintenant. Alors, comment va Anthony ? Tu apportes de l'argent ? J'ai des frais de scolarité et un loyer à payer, et tout ça. C'est pour ça que j'ai besoin de ton aide. Un ami dans le besoin…",0
304,"Quelle est sa signification ?",0
305,"Que pensez-vous de moi ? 1. Trop 2. Jada 3. Kusruthi 4. Adorable 5. Silencieuse 6. Personnalité spéciale 7. Immature 8. Élégante 9. Simple. Merci de répondre.",0
306,"8 au plus tard, le G est toujours là si vous arrivez à trouver des munitions et que vous voulez essayer le nouvel AK.",0
307,"Prabha… je suis désolée… vraiment… du fond du cœur, je suis désolée.",0
308,"Haha, ok, tu es pardonné :)",0
309,"Non... changez juste ça...",0
310,"Gagnez le dernier Nokia, un iPod MP3 de 40 Go ou 500 £ ! Envoyez COLLECT par SMS au 83355. IBHltd LdnW15H 150p/Mtmsgrcvd18+",1
311,"S:) Il n'a aucune concurrence.",0
312,"Sons Boltblue pour 150p. Répondez POLY# ou MONO#, par exemple POLY3 : 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me ou STOP. 4 autres sons disponibles. Envoyez MORE par SMS.",1
313,"Votre crédit a été rechargé pour http://www.bubbletext.com. Votre code de renouvellement est tgxxrz.",1
314,"Ainsi, les transports seront moins problématiques que samedi soir. D'ailleurs, si vous souhaitez vous joindre à moi pour mon anniversaire, n'hésitez pas. Mais j'ai besoin de confirmations pour réserver vendredi.",0
315,"Chez les enfants, la personne est généralement inconsciente, mais chez les adultes, elle peut simplement avoir un comportement anormal. Je t'appelle tout de suite.",0
316,"Mais ça, c'est sur eBay, ça pourrait être moins cher ailleurs.",0
317,"Dois-je venir chercher des cornichons ?",0
318,"On va aller manger des tacos",0
319,"C'est très impoli, vous êtes sur le campus ?",0
320,"URGENT ! Votre numéro de portable a remporté un prix de 2 000 £ le 02/09/03 ! C’est notre deuxième tentative pour vous contacter ! Appelez le 0871-872-9755 BOX95QU",1
321,"Salut, je ne serai pas triste pour Noël. Mais profitez bien et joyeux Noël !",0
322,"Offre du jour ! Recevez 150 £ de bons de réduction ! Envoyez OUI par SMS au 85023 ! SavaMob, offres réservées aux membres sur mobile ! Conditions générales : 08717898035. Abonnement : 3 £. 16 ans. Se désabonner : répondez X",1
323,"Oui ! Comment une si jolie femme comme vous peut-elle être célibataire ?",0
324,"Vous recevrez votre tonalité dans les prochaines 24 heures. Pour connaître les conditions générales, veuillez consulter la page 750 du télétexte de la chaîne U.",1
325,"Jay dit que tu es une double pédale",0
326,"PRIVÉ ! Votre relevé de compte 2003 pour le numéro 07815296484 indique 800 points SIM non utilisés. Appelez le 08718738001. Code d'identification : 41782. Valable jusqu'au 18/11/2004.",1
327,"Aujourd'hui, c'est dimanche... dimanche est férié... donc pas de travail...",0
328,"Bonne nuit... à plus tard... entraînement en cours",0
329,"Je serai en retard...",0
330,"Ça fait longtemps que je ne vous ai pas appelés. J'espère que c'était juste la malaria et sachez que vous nous manquez beaucoup. Bani me manque énormément, alors transmettez-lui mes amitiés. Bonne journée !",0
331,"Bonjour mon amour ! Comment s'est passée ta journée ? J'espère que tu as trouvé du travail. Je pense à toi, mon chéri, et je t'envoie un baiser passionné d'outre-mer.",0
332,"Je vais probablement rester ici un moment, à plus tard ce soir <)",0
333,"Ou peut-être que mes gros doigts appuient sur tous ces boutons et que l'ordinateur ne sait pas quoi faire.",0
334,"Ummmmmaah, que ce jour soit rempli de bonheur, mon amour ! Joyeux anniversaire, ma chérie !",0
335,"Je suis à Tirupur, dès que tu auras commencé à travailler, appelle-moi.",0
336,"Abonnement mensuel à 0,50 £/message (6 maximum par mois) sur www.Applausestore.com. Conditions générales. Site web réservé aux personnes de 16 ans et plus. 2 abonnements SMS.",1
337,"Une citation célèbre : lorsque vous développez la capacité d'écouter « n'importe quoi » inconditionnellement sans perdre votre sang-froid ni votre confiance en vous, cela signifie que vous êtes… « MARIÉ ».",0
338,"Mais je vais à l'université, Pennsylvanie. Que faire ? Ou bien dois-je y aller moi-même ?",0
339,"16h chez moi. Juste pour élaborer un plan d'appartement.",0
340,"Cette fille ne reste pas au lit. Cette fille n'a pas besoin de temps de récupération. Je préfère m'endormir en m'amusant plutôt que d'être enfermée au lit.",0
341,"Y a-t-il quelque chose de particulier à ce sujet ?",0
342,"Je sais, mais tu dois réserver un hôtel maintenant. Je viens de recevoir mon invitation, mais j'ai dû m'excuser. La Californie est trop belle pour que je me retrouve au mariage d'un Anglais.",0
343,"Désolé pour le retard, j'arrive tout de suite.",0
344,"Attendez <#> min..",0
345,"OK, donnez-moi cinq minutes, je crois que je la vois. Au fait, tu es mon alibi. Tu me coupais les cheveux tout ce temps.",0
346,"Imagine que tu puisses enfin te prélasser dans ce bain après que je t'aie bien mis à l'épreuve, peut-être même en te faisant me lécher un moment avant mon départ… Mais imagine aussi la sensation de cette cage sur ta verge, entourée par l'eau du bain, te rappelant sans cesse à qui tu appartiens… Profite bien, mon cocu",0
347,"Dépêche-toi, ça fait trois jours que je suis en manque de weed",0
348,"Bien sûr, si vous reconnaissez qu'exiger un serment de sang est d'une maladresse incroyable et, en général, d'une vulgarité crasse, alors je suis prêt à y aller.",0
349,"D'accord. Chaque soir, prenez un bain chaud, buvez un verre de lait et vous verrez des résultats miraculeux. Il vous faut tout de même perdre du poids. Sachez-le.",0
350,"Je vais jeter un œil à la poêle, au cas où elle ne coûterait pas cher, ou peut-être à un livre. Non, c'est absurde, une poêle n'a aucune chance d'être un livre.",0
351,"Ah oui, les UV provoquent des mutations. La crème solaire est devenue quasiment indispensable.",0
352,"Je déjeune :) Tu n'es pas en ligne ? Pourquoi ?",0
353,"Je sais que mon ami me l'a déjà dit.",0
354,"Salut princesse ! Merci pour les photos. Tu es très jolie. Comment vas-tu ?",0
355,"Aiyo... Tu vois toujours notre ex... Je ne sais pas pour Mei, elle n'a pas répondu... C'est la première fois que tu réponds aussi vite... Pourquoi tu as autant de chance de ne pas travailler, hein, tu as été payée par ton sugar daddy... pfff...",0
356,"Salut, envoie-moi un message :) Je suis au bureau...",0
357,"Merci pour le brownie, il est vraiment délicieux...",0
358,"Oh là là… Je t’aime tellement que j’en ai du mal à le supporter.",0
359,"GENT ! Nous essayons de vous contacter. Le tirage au sort du week-end dernier a confirmé que vous avez gagné 1 000 £, c'est garanti ! Appelez le 09064012160. Code de réclamation : K52. Valable 12 h seulement. 150 ppm",1
360,"Putain chérie… tu me manques déjà, tu sais ? Je peux pas t’envoyer de l’argent pour ton internet ? J’ai besoin de toi… Je te veux… Je te désire…",0
361,"Je t'appellerai demain à minuit, avec mon adresse. Ce sale Américain n'arrête pas de m'appeler, c'est vraiment pénible, hein Jen ?",0
362,"Oh, cloué au lit, hein ? À quoi penses-tu ?",0
363,"Bref, tu peux aller à la salle de sport ou faire ce que tu veux, mon amour *sourire*. J'espère que tu vas bien et que tu passes une bonne journée, chérie… Tu me manques déjà tellement.",0
364,"J'adore ! Papa va te faire crier de plaisir ! Je vais te fesser avec ma bite !",0
365,"QU'EST-CE QUE TU VEUX FAIRE ALORS, MATHS ?",0
366,"Yar lor attends que ma mère finisse l'école avant de déjeuner... J'ai passé toute la matinée à la maison à nettoyer ma chambre, maintenant elle est plutôt propre... Hee...",0
367,"Sais-tu où sont passées mes lunettes de protection de laboratoire ?",0
368,"Pouvez-vous ouvrir la porte ?",0
369,"J'attends votre appel.",0
370,"Non, j'attends papa en CM1...",0
371,"Vous avez gagné 1 000 € en espèces ou un prix de 2 000 € ! Pour réclamer votre gain, appelez le 09050000327.",1
372,"J'en ai marre de discuter avec toi à ce sujet semaine après semaine. Fais ce que tu veux et désormais, je ferai pareil.",0
373,"Attends-moi à l'école, je finis vers 17h.",0
374,"Notre numéro de portable a gagné 5000 £, pour réclamer, rappelez-nous ou appelez la ligne d'assistance aux réclamations au 09050005321.",1
375,"Le mariage d'amour, c'est comme marcher et se faire mordre par un serpent. Mais le mariage d'amour, c'est danser devant le serpent en lui disant : « Mords-moi, mords-moi. »",0
376,"Hein, si tôt… Tu dînes donc dehors, c’est ça ?",0
377,"Bon, en tout cas, pas besoin de changer ce que tu as dit.",0
378,"Nous avons tenté de vous contacter suite à votre réponse à notre offre de 750 minutes, 150 SMS et un nouvel appel vidéo au 08002988890. Appelez dès maintenant ou répondez pour une livraison gratuite demain.",1
379,"Mon ex-femme n'a pas pu avoir d'enfants. Souhaites-tu avoir des enfants un jour ?",0
380,"Alors, comment va l'Écosse ? J'espère que tu ne laisses pas trop transparaître tes tendances JJC. Prends soin de toi. Vis tes rêves.",0
381,"Dites-leur que vous avez mal à la tête et que vous voulez juste prendre une heure de congé maladie.",0
382,"Je ne pense pas arrêter tout de suite… Hmmm, on peut faire du jazz ? Du yoga aussi… On peut aller les voir après nos cours…",0
383,"« Pete, peux-tu m'appeler s'il te plaît ? Je n'ai presque plus de crédit. »",0
384,"Ouais, sérieusement, mieux que toi.",0
385,"Je suis en réunion, appelez-moi plus tard au",0
386,"Pour tenter de gagner 250 £ de shopping par semaine, envoyez SHOP par SMS au 80878. Conditions générales disponibles sur www.txt-2-shop.com. Service client : 08715705022. 1 x 150 £/semaine.",1
387,"Vous avez été spécialement sélectionné(e) pour recevoir un prix de 2 000 £ ! Appelez le 08712402050 AVANT la fermeture des lignes. Coût : 10 ppm. Réservé aux personnes de plus de 16 ans. Conditions générales applicables. Offre AG",1
388,"PRIVÉ ! Votre relevé de compte 2003 pour le numéro 07753741225 indique 800 points SIM non utilisés. Appelez le 08715203677. Code d'identification : 42478. Valable jusqu'au 24/10/2004.",1
389,"Tu es toujours au Grand Prix ?",0
390,"Je t'ai rencontré comme un inconnu et je t'ai choisi comme ami. Tant que le monde existera, notre amitié durera. Soyons amis pour toujours ! Bonne nuit…",0
391,"Je vais très bien ! Et vous ?",0
392,"Bonjour, bonne journée",0
393,"Vous avez une annonce importante concernant le service clientèle. Appelez gratuitement le 0800 542 0825 dès maintenant !",1
394,"Je le ferai. J'étais épuisée dans le train ce matin. Trop de vin et de tarte. Dors bien toi aussi.",0
395,"Je vais acheter le cadeau de maman.",0
396,"Époustouflant ! Plus aucun tsunami ne se produira désormais ! Rajnikant a arrêté de nager dans l'océan Indien ! :-D",0
397,"Si tu la renvoies chez elle d'abord, c'est bon. Je ne suis pas encore prête.",0
398,"D'ailleurs, a-t-il déjà de l'argent ?",0
399,"Sois heureuse là-bas. Je viendrai après midi.",0
400,"Rendez-vous après le déjeuner...",0
401,"Prenez soin de vous et rétablissez-vous vite",0
402,"XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK AVEC NICHOLS DE PARIS.ROSES 2 GRATUITES TOUTES DAMES !!! infos : 07946746291/07880867867",1
403,"Ce que je voulais dire, c'est que j'ai hâte de te revoir, je commence à me lasser de ces discussions sur Bridgwater.",0
404,"Ne t'inquiète pas, c'est bon.",0
405,"Pas de problème, je vais prendre un verre ou quelque chose comme ça. Tu veux que je vienne te chercher ?",0
406,"J-22 avant le coup d'envoi ! Pour l'Euro 2004, vous serez informé(e) quotidiennement des dernières actualités et des résultats. Pour vous désinscrire, envoyez GET TXT STOP au 83222.",1
407,"C'est un jeu de la Saint-Valentin… Envoie ce message à tous tes amis… Si 5 réponses sont identiques, alors quelqu'un t'aime vraiment. Question : Quelle couleur me va le mieux ? Réponds-moi.",0
408,"J'ai de nombreuses personnes à charge.",0
409,"Merci pour aujourd'hui Cer, c'était sympa de se revoir, mais il faut qu'on trouve plus de temps et qu'on se voie plus souvent. Bon, prends soin de toi. À bientôt.",0
410,"Je l'ai appelé et je lui ai tout dit :) ensuite, il doit choisir son avenir.",0
411,"« Joyeuse Saint-Valentin ! » Je sais que c’est tôt, mais j’ai des centaines de beaux et belles personnes à qui souhaiter une bonne Saint-Valentin. Alors, je me suis dit que j’allais commencer par les tantes et les oncles…",0
412,"Il n'a pas l'air si choqué. Parce que le dire à Shuhui, c'est comme le dire à Leona aussi. Genre, presque tout le monde est déjà au courant. Il m'a demandé ta réaction, hein.",0
413,"Pour le bonheur de ma famille...",0
414,"Je viens te chercher... Sors immédiatement après ton cours...",0
415,"Qu'il neige ! Qu'il neige ! Ce genre de temps rassemble les gens et favorise l'épanouissement des amitiés.",0
416,"Cher, nous avons reçu ≤ ≤ dollars. Salut salut.",0
417,"De belles paroles… Mais les mots peuvent souvent vous décevoir.",0
418,"Assurez-vous qu'Alex sache que son anniversaire est terminé dans quinze minutes, en ce qui vous concerne.",0
419,"Désolé, non, j'ai quelques petites choses à faire. Je serai peut-être au pub plus tard.",0
420,"Non, c'est bon, si tu peux juste apporter de l'herbe ou des boissons, ou quelque chose d'un peu plus utile que du cash.",0
421,"Haha, super nouvelle ! Je suis officiellement payé et je cherche un huitième.",0
422,"Combien de coups de langue faut-il pour atteindre le centre d'une sucette Tootsie Pop ?",0
423,"Oui, je crois que c'est mon professeur qui a dit que ça allongerait mon visage. Darren m'a demandé de ne pas couper trop court.",0
424,"Nouveau chat TEXTBUDDY : rencontrez 2 mecs chauds près de chez vous pour seulement 25 pence. Inscription gratuite. Recherchez votre code postal ou rendez-vous sur gaytextbuddy.com. Envoyez UN nom par SMS au 89693.",1
425,"Aujourd'hui, les numéros Vodafone se terminant par 4882 ont été sélectionnés pour recevoir un prix de 350 £. Si votre numéro correspond, appelez le 09064019014 pour recevoir votre prix de 350 £.",1
426,"S'il vous plaît, ne dites pas ça. Salut salut salut",0
427,"Merci!",0
428,"Ah, c'était un message transféré. Je croyais que c'était toi qui me l'avais envoyé.",0
429,"Compris. Dix-sept livres pour sept cents millilitres – j'espère que ça ira.",0
430,"Cher titulaire de bon, pour bénéficier de l'offre de cette semaine, rendez-vous sur votre ordinateur à l'adresse http://www.e-tlp.co.uk/expressoffer. Conditions générales applicables. Pour ne plus recevoir de SMS, envoyez STOP au 80062.",1
431,"Lui et moi, c'est tellement drôle...",0
432,"Ma chérie, j'espère que tu ne passes pas une mauvaise journée ! Passe une journée remplie de raisons de sourire. Biola",0
433,"Quand tu te connecteras à ce moment-là... Papa vient te chercher à la maison maintenant ?",0
434,"Que ferons-nous sous la douche, chéri(e) ?",0
435,"Je t'avais posé une question il y a quelques heures. Voici sa réponse.",0
436,"Bon, il va falloir que je me réapprovisionne avant Thanksgiving, je te préviendrai quand j'en aurai plus.",0
437,"Il a dit « bisous, bisous », je ne peux pas faire les bruitages ! C'est un homme magnifique, n'est-ce pas ? Le genre de personne qui a besoin d'un sourire pour égayer sa journée !",0
438,"Je passerai probablement dans un petit moment.",0
439,"Oui, très bien… sois prêt jeudi.",0
440,"Salut ! Nous avons bravé les bus et les trains, et nous avons triomphé. Enfin, nous sommes à Birmingham ! Passez une excellente fin de semaine.",0
441,"Je regardais des dessins animés, j'écoutais de la musique et le soir, je devais aller au temple et à l'église… Et toi ?",0
442,"Puis-je vous demander ce qui s'est passé ? Vous n'êtes pas obligé(e) de répondre si cela vous met mal à l'aise.",0
443,"PRIVÉ ! Votre relevé de compte 2003 indique 800 points SIM non utilisés. Appelez le 08715203694. Code d'identification : 40533. Valable jusqu'au 31/10/2004.",1
444,"Pas de problème. Je vous l'enverrai par courriel.",0
445,"Vous avez gagné 1 000 € en espèces ou un prix de 2 000 € ! Pour réclamer votre gain, appelez le 09050000327. Conditions générales : RSTM, SW7 3SS. 150 ppm",1
446,"C'est génial ! Parfois lent et doux. Parfois rude et intense :)",0
447,"Je vais dire non. Désolée. Je le ferais bien, mais comme d'habitude, je commence à paniquer à cause du temps qui passe. Encore désolée ! Tu te vois mardi ?",0
448,"Attends, tu sais si Wesley est en ville ? Je parie qu'elle se drogue à mort !",0
449,"Très bien, tu me manques beaucoup.",0
450,"As-tu eu l'histoire de cette personne ?",0
451,"Dites-leur que le trafiquant de drogue s'impatiente.",0
452,"Le soleil ne peut pas venir sur terre, mais il envoie son amour sous forme de rayons. Les nuages ​​ne peuvent pas aller jusqu'à la rivière, mais ils envoient leur amour sous forme de pluie. Je ne peux pas te rencontrer, mais je peux t'envoyer mes pensées et mon affection par message. Bonne soirée.",0
453,"Vous serez à la place de cet homme.",0
454,"Cela n'a aucun sens de l'y emmener à moins que ce soit gratuit. Pour en savoir plus, consultez wikipedia.com.",0
455,"88800 et 89034 sont des services téléphoniques premium. Appelez le 08718711108.",1
456,"Sous la mer, il y a un rocher. Dans le rocher, il y a une enveloppe. Dans l'enveloppe, il y a un papier. Sur le papier, il y a 3 mots...",0
457,"Alors, comment la mère s'est-elle repentie ?",0
458,"Désolée, je rentre d'abord... Papa viendra te chercher plus tard...",0
459,"Laissez tomber :-). Commencez à vous préparer pour la suite :-).",0
460,"Oui bébé ! On peut étudier toutes les positions du Kama Sutra ;)",0
461,"En chikku nange bakra msg kalstiya..puis j'ai pris du thé/café ?",0
462,"Carlos arrive dans une minute si vous avez encore besoin d'acheter",0
463,"Ce salaire est de <DÉCIMALE> lakhs :)",0
464,"Bonne soirée ! À plus tard",0
465,"As-tu reçu mon message ?",0
466,"Ho ho ! Un grand rire ! À demain !",0
467,"SMS. ac sun0819 poste HELLO : « Tu as l'air sympa, je voulais te dire bonjour. SALUT !!! » Arrêter ? Envoyez STOP au 62468",1
468,"Obtenez votre première sonnerie GRATUITE dès maintenant ! Répondez à ce message avec TONE. Recevez chaque semaine les 20 meilleures sonneries sur votre téléphone pour seulement 1,50 £ par semaine. Pour vous désabonner, envoyez STOP au 08452810071 16.",1
469,"Pareil. Et tu n'auras plus à t'inquiéter, je ne te dirai plus rien. Comme je l'ai dit hier soir, fais ce que tu veux et je ferai pareil. Paix.",0
470,"J'ai <#> , y a-t-il un moyen de récupérer ?",0
471,"Je ne connais pas papa, je bois juste du lait...",0
472,"Peut-être ?! Dis-lui bonjour et demande-lui s'il a sa carte. Great Escape ou Wetherspoons ?",0
473,"Piggy, tu es réveillé ? Je parie que tu dors encore. Je vais déjeuner maintenant...",0
474,"Parce que je ne suis pas bizarre lol",0
475,"J'ai raté ton appel parce que je criais après Scrappy. Tu me manques. J'ai tellement hâte que tu rentres. Je me sens si seule aujourd'hui.",0
476,"De quel endroit « maudit » parlez-vous ? Expliquez-nous !",0
477,"Déconnexion 4 wat. C'est sdryb8i",0
478,"Est-ce que xy va déjeuner ?",0
479,"Salut, je m'appelle Sue. J'ai 20 ans et je suis danseuse de lap dance. J'adore le sexe. Écris-moi en direct ! Je suis dans ma chambre. Envoie SUE au 89555. Par TextOperator G2 1DA 150ppmsg 18+",1
480,"Je voulais te demander de m'attendre jusqu'à la fin de mon cours. De toute façon, il se termine dans une heure.",0
481,"As-tu fini ton travail ? :)",0
482,"Chaque roi fut un jour un bébé qui pleurait et chaque grand édifice fut un jour une carte. L'important n'est pas où tu es aujourd'hui, mais où tu seras demain. Bonne nuit.",0
483,"Chère, je suis à Cherthala. Si tu viens à Cochin, appelle-moi avant de partir. J'arriverai en conséquence. Ou dis-moi quel jour tu viens. Demain, je suis prise et c'est un jour férié.",0
484,"Merci chérie. Mais est-ce que je dois écrire en gras ou en torche ?",0
485,"<Transmis depuis 448712404000>Veuillez appeler immédiatement le 08712404000 car un message urgent vous attend.",1
486,"La ferme était-elle ouverte ?",0
487,"Excusez-moi de vous déranger à nouveau. Est-il possible d'acheter des billets de 4D pour mon père ? 1405, 1680, 1843. Deux gros billets et un petit, samedi et dimanche. Merci.",0
488,"Ma belle-sœur, j'espère que tu passes un excellent mois. Je voulais juste te faire un petit coucou. Abiola",0
489,"Je vais acheter les articles aujourd'hui et vous les envoyer. Avez-vous une boîte postale ?",0
490,"Zut ! Il semblerait que je doive envoyer mon ordinateur portable en réparation car il a un problème de carte graphique.",0
491,"Bien. Beau travail. J'aime les entrepreneurs.",0
492,"D'accord, tu es tout près ou toujours dans les environs de chez Alex ?",0
493,"Rendez-vous à Corporation Street, à l'extérieur de Gap… vous pourrez voir comment je réfléchis !",0
494,"Maman te demande d'acheter de la nourriture pour la maison...",0
495,"K...tu ne réponds pas non plus à ses messages...",0
496,"Combien êtes-vous prêt à payer ?",0
497,"Désolé, je rappellerai plus tard.",0
498,"L'important est de prévenir la déshydratation en lui donnant suffisamment de liquides.",0
499,"C'est un peu bizarre, non ? Où est-ce que ça se passe, au juste ? Mais bonne idée, ils seront sûrement au pub !",0
500,"C'est vrai, ma chère... Je me suis assise pour prier ce soir et j'ai ressenti cela. Alors je t'ai envoyé un SMS il y a quelque temps...",0
501,"Je ne pense pas pouvoir partir pour un si long voyage avec ma famille en ville, désolé.",0
502,"Alors, quand est-ce que tu veux aller à la salle de sport, Harri ?",0
503,"Il est plutôt tard... De toute façon, à minuit, je ne conduirai pas...",0
504,"Pour découvrir et conserver la fantastique console de jeux Nokia N-Gage avec Club Nokia, rendez-vous sur www.cnupdates.com/newsletter. Pour vous désabonner des alertes, répondez « OUT ».",1
505,"4 mois d'abonnement Orange Line à moitié prix et 4 smartphones dernier cri GRATUITS. Vous avez votre téléphone depuis plus de 11 mois ? Appelez MobilesDirect gratuitement au 08000938767 pour le renouveler dès maintenant ! Voir conditions générales sur or2stoptxt",1
506,"Succès de la confiance : Tous les professeurs d'aéronautique ont été convoqués et invités à monter dans un avion. Une fois installés, on leur a annoncé que l'avion avait été construit par leurs étudiants. Ils se sont tous précipités hors de l'appareil, sauf un qui est resté immobile. Il a déclaré : « Si c'est mes étudiants qui l'ont construit, il ne décollera même pas… » Voilà ce que c'est que la confiance !",0
507,"C'est quand même bizarre que la nuit où vous voulez juste que je vienne fumer soit le même jour où une tempête s'est produite parce que je viens toujours chez vous et que je force tout le monde à fumer.",0
508,"08714712388 entre 10h et 19h. Coût : 10 pence.",1
509,"Évitez-vous ce stress. Si la personne possède un compte étudiant, il vous suffit de lui communiquer vos coordonnées bancaires et l'argent vous sera transféré.",0
510,"Il ne connaît que le menu du midi. Je sais.",0
511,"Je vous le dirai quand j'aurai des choses à vendre.",0
512,"+449071512431 URGENT ! Deuxième tentative pour vous contacter ! Vous avez gagné 1250 £ ! Appelez le 09071512433 avant le 05/07/03. Conditions générales : BCM4235WC1N3XX. Coût de l'appel : 150 pence par minute (variable selon l'emplacement du mobile). Maximum 7,50 £.",1
513,"Tu as réservé quel cours ? Envoie-moi un message… Je t’appellerai après le travail ou quelque chose comme ça… Je vais me renseigner sur les spécifications. Mon numéro de carte de membre est PX3748.",0
514,"Vous avez gagné 1 000 £ en espèces ou 2 000 £ en prix. Pour réclamer votre prix, appelez notre service client au 08714712394 entre 10h et 19h.",1
515,"Macha, ne t'inquiète pas. Je comprends ce que tu ressens. Crois-moi, passe une soirée avec moi et j'ai de merveilleux projets pour nous deux. Que la vie recommence ! Appelle-moi quand tu veux.",0
516,"Ah bon ? Envoyez-moi l'adresse.",0
517,"Ça me va. Avec plaisir. Bonne chance !",0
518,"C'est un film merveilleux.",0
519,"Oui, même ces biscuits ont de la gelée dessus.",0
520,"Le monde tourne et moi, je suis immobile. Peut-être que tout le monde ressent la même chose, qu'il en soit ainsi. Ou alors, je dois l'admettre, je suis fou. Où est la solution ? Ou bien, appelons cela la vie. Et continuons à courir avec le monde, peut-être que vous courez aussi. Courons.",0
